1459903211066, 5.8335066E-4, 0.027825356, 0.018615246, 0.0, 0.0, 0.0, 
1459903211068, 5.8335066E-4, 0.027825356, 0.018615246, 0.22479841, 0.7583892, 0.41050145, 
1459903211069, -0.115373515, -0.0048513412, -0.028565884, 0.22479841, 0.7583892, 0.41050145, 
1459903211071, -0.115373515, -0.0048513412, -0.028565884, 0.35735616, 0.7583892, 0.7287622, 
1459903211073, -0.185797, -0.11164284, -0.08002758, 0.35735616, 0.7583892, 0.7287622, 
1459903211076, -0.185797, -0.11164284, -0.08002758, 0.094989546, 1.349096, 0.42546764, 
1459903211077, -0.185797, -0.11164284, -0.08002758, 0.12858713, 0.6065892, 0.4718934, 
1459903211078, -0.18652241, -0.1595087, -0.19093275, 0.12858713, 0.6065892, 0.4718934, 
1459903211091, -0.15942572, -0.21439362, -0.38698387, 0.12858713, 0.6065892, 0.4718934, 
1459903211094, -0.15942572, -0.21439362, -0.38698387, 0.13041973, 0.7086037, 0.47250426, 
1459903211095, -0.15942572, -0.21439362, -0.38698387, 0.16157386, 0.7089091, 0.48838675, 
1459903211095, -0.052919403, -0.3040948, -0.5285802, 0.16157386, 0.7089091, 0.48838675, 
1459903211101, -0.016349956, -0.3156824, -0.39836025, 0.16157386, 0.7089091, 0.48838675, 
1459903211102, -0.016349956, -0.3156824, -0.39836025, 0.1469131, 0.7199047, 0.4999932, 
1459903211109, -0.049123496, -0.2774868, -0.245368, 0.1469131, 0.7199047, 0.4999932, 
1459903211110, -0.049123496, -0.2774868, -0.245368, 0.11636983, 0.7098254, 0.49296826, 
1459903211121, -0.045028657, -0.283391, -0.14798212, 0.11636983, 0.7098254, 0.49296826, 
1459903211124, -0.045028657, -0.283391, -0.14798212, 0.1160644, 0.68844515, 0.49113566, 
1459903211130, -0.005844623, -0.2847891, -0.16918278, 0.1160644, 0.68844515, 0.49113566, 
1459903211131, -0.005844623, -0.2847891, -0.16918278, 0.12308934, 0.68477994, 0.49235737, 
1459903211141, 0.06435236, -0.24917698, -0.18129969, 0.12308934, 0.68477994, 0.49235737, 
